id,neo_list_id,name,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity,miss_distance_km,miss_distance_miles,orbiting_body
54458174,54458174,(2024 ML2),22.07,102.4601474676,229.1078547221,False,2024-06-14,8.3886020846,44657922.74719563,27749146.45008852,Earth
2216115,2216115,216115 (2006 SU19),18.91,439.0914459693,981.838321526,True,2024-06-13,21.825057918,24104636.696149576,14977926.707297109,Earth
3674010,3674010,(2014 MV18),23.83,45.5569852336,101.8685158322,False,2024-06-13,9.9490618419,24476920.285672303,15209253.003083661,Earth
3840871,3840871,(2019 GN4),24.7,30.5179232594,68.2401509401,False,2024-06-13,15.651116056,46598963.24856976,28955253.089734368,Earth
3933018,3933018,(2019 XL3),27.0,10.5816885933,23.6613750114,False,2024-06-13,15.2951130546,39618438.254555754,24617755.99086714,Earth
54131415,54131415,(2021 CJ16),20.12,251.509837491,562.3930936399,False,2024-06-13,6.1903246784,33372036.77292592,20736422.09002687,Earth
54137806,54137806,(2021 GL16),26.28,14.7419514504,32.9640055641,False,2024-06-13,4.6055799519,26691626.932461154,16585407.90024774,Earth
54416961,54416961,(2023 XS14),25.83,18.1365624903,40.5545866065,False,2024-06-13,13.1404297687,38647829.00809583,24014647.37163523,Earth
54429997,54429997,(2024 BS19),21.19,153.6579294004,343.5895754212,True,2024-06-13,11.4353729903,14897829.815436967,9257082.190707492,Earth
54441271,54441271,(2024 JR12),23.62,50.182810059,112.2121745938,False,2024-06-13,9.2388651958,22824302.488006502,14182363.921093594,Earth
54447960,54447960,(2024 LS5),26.03,16.5407415798,36.9862225707,False,2024-06-13,16.4708671937,2465329.439418765,1531884.679218357,Earth
54448598,54448598,(2024 MG),26.27,14.8099972066,33.1161605006,False,2024-06-13,8.9201197616,1203591.218902848,747876.9039133824,Earth
54454238,54454238,(2024 MB1),27.23,9.5182032982,21.2833495984,False,2024-06-13,4.450474118,2479415.79925477,1540637.537345026,Earth
54454874,54454874,(2024 MM1),26.23,15.0853356118,33.7318358913,False,2024-06-13,3.6168423996,4476011.80338017,2781264.765659546,Earth
3398650,3398650,(2007 YO56),20.15,248.0589931518,554.6767711177,False,2024-06-19,12.3227458622,31791441.358833134,19754285.641981862,Earth
3645310,3645310,(2013 PF10),20.2,242.4124811008,542.0507863358,False,2024-06-19,21.4280214347,55609360.422917284,34554054.274013236,Earth
3683806,3683806,(2014 QO296),20.14,249.2039814409,557.2370427654,True,2024-06-19,12.6133465735,36079445.73989507,22418728.012539297,Earth
3727339,3727339,(2015 RK82),20.64,197.9497586642,442.6291165029,False,2024-06-19,6.7154785611,45496335.6470897,28270112.068585966,Earth
3760437,3760437,(2016 TH10),24.82,28.8771930757,64.5713667167,False,2024-06-19,6.5356574959,65742029.313928604,40850202.76660263,Earth
3843119,3843119,(2019 NP1),25.09,25.5008687857,57.0216760901,False,2024-06-19,19.462811725,39905684.849729724,24796242.74856731,Earth
54159401,54159401,(2021 LD6),27.2,9.6506146958,21.5794304844,False,2024-06-19,10.6741595593,39656599.72872618,24641468.43135616,Earth
54169408,54169408,(2021 NT5),27.12,10.012786977,22.3892723248,False,2024-06-19,16.5746624937,52313444.14657563,32506066.86633252,Earth
2577723,2577723,577723 (2013 PF10),20.17,245.7847746328,549.5914639134,False,2024-06-19,21.4280151072,55609336.18806234,34554039.21517266,Earth
54276148,54276148,(2022 HK),23.15,62.3096019112,139.3285055244,False,2024-06-19,30.8767723778,54175258.90253944,33662944.9105407,Earth
54402372,54402372,(2023 VW),27.99,6.7074118933,14.9982289464,False,2024-06-19,7.6424297579,60512678.70527489,37600834.97357191,Earth
54414149,54414149,(2023 XD3),27.04,10.3885510102,23.2295062464,False,2024-06-19,4.8873026228,38074828.400576256,23658601.304198094,Earth
2671970,2671970,671970 (2014 QO296),20.05,259.7496533301,580.817881978,True,2024-06-19,12.6133406697,36079438.42455922,22418723.467000384,Earth
54445450,54445450,(2024 KY1),24.86,28.3501249023,63.3928064522,False,2024-06-19,12.2224894202,6163411.764051597,3829766.4815501585,Earth
54448063,54448063,(2024 LY5),25.11,25.2670754154,56.4988982214,False,2024-06-19,4.8737337385,17358710.16932257,10786202.336368665,Earth
54448114,54448114,(2024 MC),24.01,41.9329075486,93.7648317729,False,2024-06-19,14.3414963759,2492851.872109672,1548986.3258785936,Earth
54453741,54453741,(2024 MS),28.96,4.290965044,9.5948895276,False,2024-06-19,2.872115298,703349.958943267,437041.3986084046,Earth
54497459,54497459,(2024 VT),25.91,17.4805453169,39.0876876124,False,2024-06-19,10.2897388211,61349632.15826881,38120893.733817175,Earth
54518712,54518712,(2025 CT1),25.37,22.4158378614,50.1233372306,False,2024-06-19,4.6154787886,22764521.533577934,14145217.75850213,Earth
2458452,2458452,458452 (2011 BR15),19.77,295.4982931114,660.7542706324,False,2024-06-18,12.9000277818,58499363.373922125,36349818.83705838,Earth
3330686,3330686,(2006 HX30),26.2,15.2951935344,34.201092472,False,2024-06-18,12.1815283838,38837301.59195285,24132380.175901305,Earth
3761354,3761354,(2016 UR5),26.7,12.14940408,27.1668934089,False,2024-06-18,9.8990991229,38124108.1829223,23689222.34103158,Earth
3872624,3872624,(2019 SN7),25.53,20.8235599047,46.5628954805,False,2024-06-18,12.1513236286,18441802.218793154,11459204.528383365,Earth
54102026,54102026,(2020 YW3),25.73,18.9913123471,42.46586539,False,2024-06-18,11.5012452234,53068670.12897922,32975342.531196382,Earth
54159398,54159398,(2021 LA6),25.73,18.9913123471,42.46586539,False,2024-06-18,11.7269311702,24086167.253360655,14966450.327714866,Earth
54296729,54296729,(2022 QC2),25.6,20.1629919443,45.0858206172,False,2024-06-18,15.3989313351,65238461.28157617,40537300.10078824,Earth
54441688,54441688,(2024 JZ14),23.94,43.3066885476,96.8366994728,False,2024-06-18,6.0304368237,19027855.150711507,11823360.934120517,Earth
54445205,54445205,(2024 KG1),23.27,58.9596608383,131.8378095647,False,2024-06-18,6.1388396936,28638666.846974615,17795242.402355086,Earth
54448066,54448066,(2024 MA),26.53,13.1387780601,29.3792008837,False,2024-06-18,11.2365291534,1593827.360654073,990358.3983812873,Earth
54459237,54459237,(2024 NP2),24.11,40.0456158192,89.5447191727,False,2024-06-18,7.0458572491,21597464.912009254,13420042.40068752,Earth
54496206,54496206,(2024 UL6),26.03,16.5407415798,36.9862225707,False,2024-06-18,5.47465009,26869420.275969192,16695883.561079169,Earth
3555763,3555763,(2011 BY18),20.81,183.0437803683,409.2983357621,True,2024-06-17,29.9587782334,27313145.450294442,16971601.59918957,Earth
3582523,3582523,(2011 UC64),27.9,6.9912523225,15.6329154409,False,2024-06-17,8.8134338814,51198389.04612042,31813203.755399022,Earth
3838893,3838893,(2019 ES),25.41,22.0067027115,49.2084832235,False,2024-06-17,10.0611106387,17627975.429637846,10953516.010690408,Earth
54051167,54051167,(2020 PK6),23.56,51.5887466264,115.3559443307,False,2024-06-17,11.9234443247,26793346.707277644,16648613.637429727,Earth
54280044,54280044,(2022 KE2),21.65,124.3240005541,277.9969164738,False,2024-06-17,19.111212438,24387075.724414498,15153426.181442179,Earth
54331175,54331175,(2022 WW11),26.87,11.2345317672,25.1211767268,False,2024-06-17,14.3621067158,7532636.607674633,4680563.3474026155,Earth
54349260,54349260,(2023 FG),27.49,8.4441312798,18.8816515525,False,2024-06-17,10.6190040323,46527938.51823199,28911120.368763942,Earth
54372942,54372942,(2023 LS),29.93,2.7450798165,6.1381850734,False,2024-06-17,8.5666223892,27178815.374348987,16888132.760498542,Earth
54395028,54395028,(2023 UG),26.57,12.8989683343,28.8429700351,False,2024-06-17,5.4984601718,28068110.040339787,17440714.842373606,Earth
54445449,54445449,(2024 KW1),25.67,19.5233786156,43.655601735,False,2024-06-17,3.9788561896,7602089.857267414,4723719.595517754,Earth
54446032,54446032,(2024 LU1),26.08,16.164228334,36.1443133586,False,2024-06-17,7.1115277015,1850108.049445895,1149603.834087551,Earth
54448115,54448115,(2024 MD),28.0,6.676594135,14.9293183439,False,2024-06-17,5.7718793816,385737.748760112,239686.3226770656,Earth
54453747,54453747,(2024 MY),22.7,76.6575573531,171.4115092306,False,2024-06-17,8.6436626332,53606532.545522355,33309554.739210274,Earth
54458195,54458195,(2024 NJ1),24.74,29.9609083851,66.9946278168,False,2024-06-17,5.080505242,4136798.842592188,2570487.6056926744,Earth
54495687,54495687,(2024 UW2),24.93,27.4507981651,61.3818507339,False,2024-06-17,12.1911171932,59514400.50997018,36980533.666763365,Earth
